Date,Order number,Category,Category name,Origin,Remaining (t)
2026-08-22,09.9845,5,Organic coated sheets,Türkiye,0
2026-08-22,09.9846,5,Organic coated sheets,Taiwan,95
2026-08-22,09.9847,5,Organic coated sheets,United Kingdom,4026
2026-08-22,09.9507,5,Organic coated sheets,FTA Quota – CSQ,0
2026-08-22,09.9607,5,Organic coated sheets,Other countries,0
2026-08-22,09.9722,5,Organic coated sheets,FTA Quota – Other countries,1459
2026-08-22,09.9723,5,Organic coated sheets,North Macedonia,0
2026-08-22,09.9848,6,Tin mill products,China,30230
2026-08-22,09.9849,6,Tin mill products,Serbia,9237
2026-08-22,09.9850,6,Tin mill products,United Kingdom,7729
2026-08-22,09.9851,6,Tin mill products,Türkiye,11574
2026-08-22,09.9852,6,Tin mill products,Korea,7151
2026-08-22,09.9853,6,Tin mill products,India,5860
2026-08-22,09.9508,6,Tin mill products,FTA Quota – CSQ,11255
2026-08-22,09.9608,6,Tin mill products,Other countries,0
2026-08-22,09.9724,6,Tin mill products,FTA Quota – Other countries,4567
2026-08-22,09.9725,6,Tin mill products,Japan,0
2026-08-22,09.9726,6,Tin mill products,Singapore,21
2026-08-22,09.9854,7,Non-alloy & other alloy quarto plates,Korea,0
2026-08-22,09.9855,7,Non-alloy & other alloy quarto plates,Indonesia,18206
2026-08-22,09.9856,7,Non-alloy & other alloy quarto plates,India,18380
2026-08-22,09.9857,7,Non-alloy & other alloy quarto plates,Japan,7257
2026-08-22,09.9858,7,Non-alloy & other alloy quarto plates,North Macedonia,839
2026-08-22,09.9859,7,Non-alloy & other alloy quarto plates,United Kingdom,1679
2026-08-22,09.9509,7,Non-alloy & other alloy quarto plates,FTA Quota – CSQ,6786
2026-08-22,09.9609,7,Non-alloy & other alloy quarto plates,Other countries,0
2026-08-22,09.9727,7,Non-alloy & other alloy quarto plates,FTA Quota – Other countries,6895
2026-08-22,09.9728,7,Non-alloy & other alloy quarto plates,Türkiye,0
2026-08-22,09.9491,7,Non-alloy & other alloy quarto plates,United Kingdom (to Northern Ireland from other parts of the United Kingdom),3125
2026-08-22,09.9860,8,Stainless hot rolled sheets and strips,Taiwan,2055
2026-08-22,09.9861,8,Stainless hot rolled sheets and strips,Indonesia,8955
2026-08-22,09.9862,8,Stainless hot rolled sheets and strips,India,2331
2026-08-22,09.9863,8,Stainless hot rolled sheets and strips,China,2222
2026-08-22,09.9864,8,Stainless hot rolled sheets and strips,Korea,523
2026-08-22,09.9865,8,Stainless hot rolled sheets and strips,Türkiye,3430
2026-08-22,09.9866,8,Stainless hot rolled sheets and strips,South Africa,860
2026-08-22,09.9510,8,Stainless hot rolled sheets and strips,FTA Quota – CSQ,2806
2026-08-22,09.9610,8,Stainless hot rolled sheets and strips,Other countries,320
2026-08-22,09.9729,8,Stainless hot rolled sheets and strips,FTA Quota – Other countries,359
2026-08-22,09.9492,8,Stainless hot rolled sheets and strips,United Kingdom (to Northern Ireland from other parts of the United Kingdom),13
2026-08-22,09.9867,9,Stainless cold rolled sheets and strips,Taiwan,6452
2026-08-22,09.9868,9,Stainless cold rolled sheets and strips,China,6934
2026-08-22,09.9869,9,Stainless cold rolled sheets and strips,Korea,11565
2026-08-22,09.9870,9,Stainless cold rolled sheets and strips,Türkiye,8241
2026-08-22,09.9871,9,Stainless cold rolled sheets and strips,South Africa,7573
2026-08-22,09.9872,9,Stainless cold rolled sheets and strips,Viet Nam,5729
2026-08-22,09.9873,9,Stainless cold rolled sheets and strips,India,5369
2026-08-22,09.9511,9,Stainless cold rolled sheets and strips,FTA Quota – CSQ,9935
2026-08-22,09.9611,9,Stainless cold rolled sheets and strips,Other countries,2048
2026-08-22,09.9730,9,Stainless cold rolled sheets and strips,FTA Quota – Other countries,4654
2026-08-22,09.9731,9,Stainless cold rolled sheets and strips,Switzerland,123
2026-08-22,09.9493,9,Stainless cold rolled sheets and strips,United Kingdom (to Northern Ireland from other parts of the United Kingdom),29
2026-08-22,09.9874,10,Stainless hot rolled quarto plates,China,718
2026-08-22,09.9875,10,Stainless hot rolled quarto plates,India,595
2026-08-22,09.9876,10,Stainless hot rolled quarto plates,Korea,405
2026-08-22,09.9877,10,Stainless hot rolled quarto plates,South Africa,234
2026-08-22,09.9512,10,Stainless hot rolled quarto plates,FTA Quota – CSQ,279
2026-08-22,09.9612,10,Stainless hot rolled quarto plates,Other countries,139
2026-08-22,09.9732,10,Stainless hot rolled quarto plates,FTA Quota – Other countries,250
2026-08-22,09.9878,12,Non-alloy & other alloy merchant bars & light sections,China,11366
2026-08-22,09.9879,12,Non-alloy & other alloy merchant bars & light sections,Türkiye,28619
2026-08-22,09.9880,12,Non-alloy & other alloy merchant bars & light sections,United Kingdom,14524
2026-08-22,09.9881,12,Non-alloy & other alloy merchant bars & light sections,Switzerland,15765
2026-08-22,09.9882,12,Non-alloy & other alloy merchant bars & light sections,Korea,5912
2026-08-22,09.9883,12,Non-alloy & other alloy merchant bars & light sections,North Macedonia,5519
2026-08-22,09.9513,12,Non-alloy & other alloy merchant bars & light sections,FTA Quota – CSQ,14063
2026-08-22,09.9613,12,Non-alloy & other alloy merchant bars & light sections,Other countries,355
2026-08-22,09.9733,12,Non-alloy & other alloy merchant bars & light sections,FTA Quota – Other countries,10327
2026-08-22,09.9734,12,Non-alloy & other alloy merchant bars & light sections,Brazil,2819
2026-08-22,09.9735,12,Non-alloy & other alloy merchant bars & light sections,Egypt,26
2026-08-22,09.9884,13,Rebars,Türkiye,0
2026-08-22,09.9885,13,Rebars,Egypt,24756
2026-08-22,09.9886,13,Rebars,Algeria,8480
2026-08-22,09.9887,13,Rebars,Moldova,6458
2026-08-22,09.9888,13,Rebars,China,4870
2026-08-22,09.9889,13,Rebars,Ukraine,6404
2026-08-22,09.9514,13,Rebars,FTA Quota – CSQ,0
2026-08-22,09.9614,13,Rebars,Other countries,13038
2026-08-22,09.9736,13,Rebars,FTA Quota – Other countries,9575
2026-08-22,09.9494,13,Rebars,United Kingdom (to Northern Ireland from other parts of the United Kingdom),1616
2026-08-22,09.9890,14,Stainless bars and light sections,India,0
2026-08-22,09.9891,14,Stainless bars and light sections,Switzerland,583
2026-08-22,09.9892,14,Stainless bars and light sections,United Kingdom,1012
2026-08-22,09.9893,14,Stainless bars and light sections,China,324
2026-08-22,09.9515,14,Stainless bars and light sections,FTA Quota – CSQ,0
2026-08-22,09.9615,14,Stainless bars and light sections,Other countries,70
2026-08-22,09.9737,14,Stainless bars and light sections,FTA Quota – Other countries,456
2026-08-22,09.9894,15,Stainless wire rod,India,1910
2026-08-22,09.9895,15,Stainless wire rod,Taiwan,41
2026-08-22,09.9896,15,Stainless wire rod,Korea,665
2026-08-22,09.9897,15,Stainless wire rod,United Kingdom,615
2026-08-22,09.9898,15,Stainless wire rod,China,328
2026-08-22,09.9899,15,Stainless wire rod,Japan,14
2026-08-22,09.9516,15,Stainless wire rod,FTA Quota – CSQ,810
2026-08-22,09.9616,15,Stainless wire rod,Other countries,99
2026-08-22,09.9738,15,Stainless wire rod,FTA Quota – Other countries,91
2026-08-22,09.9900,16,Non-alloy & other alloy wire rod,Türkiye,0
2026-08-22,09.9901,16,Non-alloy & other alloy wire rod,Malaysia,21671
2026-08-22,09.9902,16,Non-alloy & other alloy wire rod,United Kingdom,32959
2026-08-22,09.9903,16,Non-alloy & other alloy wire rod,Ukraine,6890
2026-08-22,09.9904,16,Non-alloy & other alloy wire rod,Switzerland,7522
2026-08-22,09.9905,16,Non-alloy & other alloy wire rod,Viet Nam,15389
2026-08-22,09.9906,16,Non-alloy & other alloy wire rod,Moldova,15685
2026-08-22,09.9907,16,Non-alloy & other alloy wire rod,Egypt,2166
2026-08-22,09.9517,16,Non-alloy & other alloy wire rod,FTA Quota – CSQ,0
2026-08-22,09.9617,16,Non-alloy & other alloy wire rod,Other countries,31161
2026-08-22,09.9739,16,Non-alloy & other alloy wire rod,FTA Quota – Other countries,29412
2026-08-22,09.9740,16,Non-alloy & other alloy wire rod,Korea,2685
2026-08-22,09.9741,16,Non-alloy & other alloy wire rod,Japan,871
2026-08-22,09.9908,17,"Angles, shapes and sections of iron/non-alloy steel",Türkiye,492
2026-08-22,09.9909,17,"Angles, shapes and sections of iron/non-alloy steel",United Kingdom,4131
2026-08-22,09.9910,17,"Angles, shapes and sections of iron/non-alloy steel",Switzerland,2589
2026-08-22,09.9911,17,"Angles, shapes and sections of iron/non-alloy steel",United Arab Emirates,1486
2026-08-22,09.9518,17,"Angles, shapes and sections of iron/non-alloy steel",FTA Quota – CSQ,3032
2026-08-22,09.9618,17,"Angles, shapes and sections of iron/non-alloy steel",Other countries,2143
2026-08-22,09.9742,17,"Angles, shapes and sections of iron/non-alloy steel",FTA Quota – Other countries,1026
